City,County,State,Min Year,Max Year,Year Difference,city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Philadelphia,Philadelphia,Pennsylvania,2002,2013,11,Philadelphia,Philadelphia,PA,Pennsylvania,42101.0,Philadelphia,40.0077,-75.1339,5696588.0,4547.5,shape,False,True,America/New_York,1.0,19154 19151 19150 19153 19152 19102 19103 19106 19107 19104 19108 19109 19128 19129 19120 19121 19122 19123 19124 19125 19126 19127 19112 19111 19115 19114 19116 19119 19118 19148 19149 19146 19147 19144 19145 19142 19143 19140 19141 19139 19138 19137 19136 19135 19134 19133 19132 19131 19130 19019 19092 19093 19099 19101 19105 19110 19155 19160 19161 19162 19170 19171 19172 19173 19175 19176 19177 19178 19179 19181 19182 19183 19184 19185 19187 19188 19190 19191 19192 19193 19194 19195 19196 19197 19244 19255,1840000673.0
Philadelphia,Philadelphia,Pennsylvania,2002,2013,11,Philadelphia,Philadelphia,MS,Mississippi,28099.0,Neshoba,32.7761,-89.1221,7030.0,222.3,shape,False,True,America/Chicago,3.0,39350,1840014869.0
Philadelphia,Philadelphia,Pennsylvania,2002,2013,11,Philadelphia,Philadelphia,TN,Tennessee,47105.0,Loudon,35.6791,-84.3999,722.0,179.3,shape,False,True,America/New_York,3.0,37846,1840014513.0
Philadelphia,Philadelphia,Pennsylvania,2002,2013,11,Philadelphia,Philadelphia,IN,Indiana,18059.0,Hancock,39.7814,-85.8455,381.0,270.3,point,False,False,America/Indiana/Indianapolis,4.0,46140,1840055396.0
Philadelphia,Philadelphia,Pennsylvania,2002,2013,11,Philadelphia,Philadelphia,MO,Missouri,29127.0,Marion,39.8387,-91.7391,250.0,127.4,shape,False,False,America/Chicago,3.0,63463,1840032089.0
Boston,Suffolk,Massachusetts,2003,2013,10,Boston,Boston,MA,Massachusetts,25025.0,Suffolk,42.3188,-71.0852,4355184.0,5303.3,shape,False,True,America/New_York,1.0,02120 02121 02122 02124 02125 02126 02127 02128 02129 02210 02215 02467 02119 02118 02111 02110 02113 02115 02114 02116 02199 02134 02136 02135 02133 02132 02131 02130 02203 02205 02163 02108 02109 02112 02117 02123 02137 02196 02201 02206 02211 02212 02217 02222 02241 02283 02284 02293 02297 02298,1840000455.0
Boston,Suffolk,Massachusetts,2003,2013,10,Boston,Boston,GA,Georgia,13275.0,Thomas,30.792,-83.7899,1305.0,223.6,shape,False,True,America/New_York,3.0,31626,1840013902.0
Boston,Suffolk,Massachusetts,2003,2013,10,Boston,Boston,IN,Indiana,18177.0,Wayne,39.7412,-84.8517,262.0,89.5,shape,False,True,America/Indiana/Indianapolis,3.0,47324,1840009492.0
Boston,Suffolk,Massachusetts,2003,2013,10,Boston,Boston,VA,Virginia,51001.0,Accomack,37.6039,-75.8437,156.0,23.5,shape,False,False,America/New_York,3.0,23420,1840024721.0
Boston,Suffolk,Massachusetts,2003,2013,10,Boston,Boston,KY,Kentucky,21179.0,Nelson,37.7837,-85.6804,154.0,30.3,shape,False,False,America/New_York,3.0,40107,1840026800.0
Boston,Suffolk,Massachusetts,2003,2013,10,Boston,Boston,PA,Pennsylvania,42003.0,Allegheny,40.312,-79.8237,142.0,773.9,shape,False,False,America/New_York,3.0,15135,1840026471.0
